DCTPep_ID,Cell_Line,Disease,Cancer_Classified,Assay,Activity,Testing_Time,Literature
DCTPep00165,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,"9.6% inhibition at 100μM, 29.9% inhibition at 100μM",72 h,1
DCTPep00166,CaCo-2,Colon adenocarcinoma,Carcinoma,MTT assay,"11.8% inhibition at 10μM, 47.0% inhibition at 1000μM",72 h,1
DCTPep00166,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,"2.2% inhibition at 1μM, 7.1% inhibition at 10μM, 6.9% inhibition at 100μM, 25.9% inhibition at 1000μM",72 h,1
DCTPep00166,HEp-2,Human papillomavirus-related endocervical adenocarcinoma ,Carcinoma,MTT assay,"3.9% inhibition at 10μM, 45.0% inhibition at 1000μM",72 h,1
DCTPep00166,HBL,Melanoma,Carcinoma,MTT assay,"4.1% inhibition at 1μM, 70.7% inhibition at 10μM, 34.2% inhibition at 1000μM",72 h,1
DCTPep00166,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,9.2% inhibition at 1000μM,72 h,1
DCTPep00166,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,9.3% inhibition at 1000μM,72 h,1
DCTPep00167,HCT 116,Colon carcinoma,Carcinoma,MTT assay,IC50=113.31 µg/ml,3 days,1
DCTPep00167,A498,Renal cell carcinoma,Carcinoma,MTT assay,IC50=138.06 µg/ml,3 days,1
DCTPep00167,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=145.72 µg/ml,3 days,1
DCTPep00167,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=183.74 µg/ml,3 days,1
DCTPep00167,MKN 45,Gastric adenocarcinoma,Carcinoma,MTT assay,IC50=34.96 µg/ml,3 days,1
DCTPep00167,SK-OV-3,Ovarian serous cystadenocarcinoma,Carcinoma,MTT assay,IC50=38.28 µg/ml,3 days,1
DCTPep00167,NCI-H630,Rectal carcinoma,Carcinoma,MTT assay,IC50=41.85 µg/ml,3 days,1
DCTPep00167,PC-3,Prostate carcinoma,Carcinoma,MTT assay,IC50=43.64 µg/ml,3 days,1
DCTPep00167,SK-MEL-2,Melanoma,Carcinoma,MTT assay,IC50=47.47 µg/ml,3 days,1
DCTPep00168,NCI-H630,Rectal carcinoma,Carcinoma,MTT assay,IC50=129.54 µg/ml,3 days,1
DCTPep00168,MKN 45,Gastric adenocarcinoma,Carcinoma,MTT assay,IC50=142.72 µg/ml,3 days,1
DCTPep00168,HCT 116,Colon carcinoma,Carcinoma,MTT assay,IC50=144.37 µg/ml,3 days,1
DCTPep00168,SK-OV-3,Ovarian serous cystadenocarcinoma,Carcinoma,MTT assay,IC50=150.45 µg/m,3 days,1
DCTPep00168,PC-3,Prostate carcinoma,Carcinoma,MTT assay,IC50=174.15 µg/ml,3 days,1
DCTPep00168,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=198.87 µg/ml,3 days,1
DCTPep00168,A498,Renal cell carcinoma,Carcinoma,MTT assay,IC50=214.33 µg/ml,3 days,1
DCTPep00168,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=418.15 µg/ml,3 days,1
DCTPep00169,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=106.27 µg/ml,3 days,1
DCTPep00169,PC-3,Prostate carcinoma,Carcinoma,MTT assay,IC50=123.81 µg/ml,3 days,1
DCTPep00169,HCT 116,Colon carcinoma,Carcinoma,MTT assay,IC50=30.48 µg/ml,3 days,1
DCTPep00169,SK-MEL-2,Melanoma,Carcinoma,MTT assay,IC50=30.48 µg/ml,3 days,1
DCTPep00169,A498,Renal cell carcinoma,Carcinoma,MTT assay,IC50=73.26 µg/ml,3 days,1
DCTPep00169,NCI-H630,Rectal carcinoma,Carcinoma,MTT assay,IC50=75.92 µg/ml,3 days,1
DCTPep00169,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=77.29 µg/ml,3 days,1
DCTPep00169,MKN 45,Gastric adenocarcinoma,Carcinoma,MTT assay,IC50=82.70 µg/ml,3 days,1
DCTPep00169,SK-OV-3,Ovarian serous cystadenocarcinoma,Carcinoma,MTT assay,IC50=92.15 µg/ml,3 days,1
DCTPep00170,HepG2,Hepatoblastoma,Blastoma,MTT assay,IC50=58 µg/ml,48h,1
DCTPep00171,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=6.7μg/ml,24h,1
DCTPep00171,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,MTT assay,IC50=8.9μg/ml,24h,1
DCTPep00172,RPMI-8402,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,leukemia,Trypan blue assay,IC50=12 µg/ml,72 h,1
DCTPep00172,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Trypan blue assay,IC50=17 µg/ml,72 h,1
DCTPep00172,Raji,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50=23 µg/ml,72 h,1
DCTPep00172,SSKT-1,Leukemia,Leukemia,Trypan blue assay,IC50=27 µg/ml,72 h,1
DCTPep00172,Daudi,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50=28 µg/ml,72 h,1
DCTPep00172,MLA,Leukemia,Leukemia,Trypan blue assay,IC50=30 µg/ml,72 h,1
DCTPep00172,CHP-100,Ewing sarcoma,Sarcoma,Trypan blue assay,IC50=32 µg/ml,72 h,1
DCTPep00172,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,Trypan blue assay,IC50=32 µg/ml,72 h,1
DCTPep00172,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,Trypan blue assay,IC50=37 µg/ml,72 h,1
DCTPep00172,PC-3,Prostate carcinoma,Carcinoma,Trypan blue assay,IC50=41 µg/ml,72 h,1
DCTPep00172,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,LD50=125 µg/ml,24 h,Patent
DCTPep00172,BMKC,Skin carcinoma,Carcinoma,MTT assay,LD50=130 µg/ml,24 h,Patent
DCTPep00172,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=22 µg/ml,24 h,Patent
DCTPep00172,PC-3,Prostate carcinoma,Carcinoma,MTT assay,LD50=45 µg/ml,24 h,Patent
DCTPep00172,NCI-H1299,Lung large cell carcinoma,Carcinoma,MTT assay,LD50=60 µg/ml,24 h,Patent
DCTPep00172,SW480,Colon adenocarcinoma,Carcinoma,MTT assay,LD50=60 µg/ml,24 h,Patent
DCTPep00175,SSKT-1,Leukemia,Leukemia,Trypan blue assay,IC50=107 µg/ml,72 h,1
DCTPep00175,Daudi,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50=115 µg/ml,72 h,1
DCTPep00175,RPMI-8402,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,leukemia,Trypan blue assay,IC50=60 µg/ml,72 h,1
DCTPep00175,Raji,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50=64 µg/ml,72 h,1
DCTPep00175,MLA,Leukemia,Leukemia,Trypan blue assay,IC50=80 µg/ml,72 h,1
DCTPep00175,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Trypan blue assay,IC50=97 µg/ml,72 h,1
DCTPep00175,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,Trypan blue assay,IC50=98 µg/ml,72 h,1
DCTPep00176,MLA,Leukemia,Leukemia,Trypan blue assay,IC50=102 µg/ml,72 h,1
DCTPep00176,SSKT-1,Leukemia,Leukemia,Trypan blue assay,IC50=109 µg/ml,72 h,1
DCTPep00176,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,Trypan blue assay,IC50=112 µg/ml,72 h,1
DCTPep00176,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Trypan blue assay,IC50=123 µg/ml,72 h,1
DCTPep00176,Daudi,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50=143 µg/ml,72 h,1
DCTPep00176,Raji,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50=72 µg/ml,72 h,1
DCTPep00176,RPMI-8402,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,leukemia,Trypan blue assay,IC50=83 µg/ml,72 h,1
DCTPep00177,Daudi,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50>150 µg/ml,72 h,1
DCTPep00177,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,Trypan blue assay,IC50>150 µg/ml,72 h,1
DCTPep00177,MLA,Leukemia,Leukemia,Trypan blue assay,IC50>150 µg/ml,72 h,1
DCTPep00177,Raji,EBV-related Burkitt lymphoma; Burkitt lymphoma,Lymphoma,Trypan blue assay,IC50>150 µg/ml,72 h,1
DCTPep00177,RPMI-8402,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,leukemia,Trypan blue assay,IC50>150 µg/ml,72 h,1
DCTPep00177,SSKT-1,Leukemia,Leukemia,Trypan blue assay,IC50>150 µg/ml,72 h,1
DCTPep00177,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Trypan blue assay,IC50>150 µg/ml,72 h,1
DCTPep00177,CHP-100,Ewing sarcoma,Sarcoma,Trypan blue assay,IC50>200 µg/ml,72 h,1
DCTPep00177,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,Trypan blue assay,IC50>200 µg/ml,72 h,1
DCTPep00177,PC-3,Prostate carcinoma,Carcinoma,Trypan blue assay,IC50>200 µg/ml,72 h,1
DCTPep00178,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=27.31 µM,24h,1
DCTPep00178,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=41.21 µM,24h,1
DCTPep00178,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,IC50=52.83 µM,24h,1
DCTPep00178,LoVo,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=55.22 µM,24h,1
DCTPep00179,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,Not active up to 100 µg/ml,24h,1
DCTPep00180,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,(38.4±10.3)% Cytotoxicity=100 µg/ml,24h,1
DCTPep00181,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,(6.5±17.3)% Cytotoxicity=100 µg/ml,24h,1
DCTPep00182,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,Not active up to 100 µg/ml,24h,1
DCTPep00183,HeLa,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,Resazurin assay,LC50=7.4 µM,24h,1
DCTPep00183,A549,Lung adenocarcinoma,Carcinoma,Resazurin assay,LC50=7.5 µM,24h,1
DCTPep00184,Molt-4,Adult T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,10.4 % inhibition of cell proliferation at 1 nM,24 h,1
DCTPep00184,KB,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,10.6 % inhibition of cell proliferation at 1 nM,24 h,1
DCTPep00184,PTC,Papillary thyroid carcinoma,Carcinoma,MTT assay,14.2 % inhibition of cell proliferation at 10 nM,24 h,1
DCTPep00184,PTC,Papillary thyroid carcinoma,Carcinoma,MTT assay,16.5 % inhibition of cell proliferation at 1 nM,24 h,1
DCTPep00184,PTC,Papillary thyroid carcinoma,Carcinoma,MTT assay,16.8 % inhibition of cell proliferation at 100 nM,24 h,1
DCTPep00184,KB,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,18.2 % inhibition of cell proliferation at 10 nM,24 h,1
DCTPep00184,Molt-4,Adult T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,18.7 % inhibition of cell proliferation at 10 nM,24 h,1
DCTPep00184,PTC,Papillary thyroid carcinoma,Carcinoma,MTT assay,21.7 % inhibition of cell proliferation at 1 µM,24 h,1
DCTPep00184,Mia PaCa-2,Pancreatic ductal adenocarcinoma,Carcinoma,MTT assay,24.2 % inhibition of cell proliferation at 1 nM,24 h,1
DCTPep00184,PTC,Papillary thyroid carcinoma,Carcinoma,MTT assay,27.9 % inhibition of cell proliferation at 10 µM,24 h,1
DCTPep00184,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,28.2 % inhibition of cell proliferation at 10 nM,24 h,1
DCTPep00184,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,29.7 % inhibition of cell proliferation at 1 nM,24 h,1
DCTPep00184,KB,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,30.7 % inhibition of cell proliferation at 100 nM,24 h,1
DCTPep00184,Molt-4,Adult T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,34.7 % inhibition of cell proliferation at 100 nM,24 h,1
DCTPep00184,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,35.3 % inhibition of cell proliferation at 100 nM,24 h,1
DCTPep00184,Mia PaCa-2,Pancreatic ductal adenocarcinoma,Carcinoma,MTT assay,37.8 % inhibition of cell proliferation at 10 nM,24 h,1
DCTPep00184,KB,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,43.1 % inhibition of cell proliferation at 1 µM,24 h,1
DCTPep00184,Mia PaCa-2,Pancreatic ductal adenocarcinoma,Carcinoma,MTT assay,48.2 % inhibition of cell proliferation at 100 nM,24 h,1
DCTPep00184,Molt-4,Adult T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,54.3 % inhibition of cell proliferation at 1 µM,24 h,1
DCTPep00184,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,59.4 % inhibition of cell proliferation at 1 µM,24 h,1
DCTPep00184,Mia PaCa-2,Pancreatic ductal adenocarcinoma,Carcinoma,MTT assay,59.6 % inhibition of cell proliferation at 1 µM,24 h,1
DCTPep00184,Mia PaCa-2,Pancreatic ductal adenocarcinoma,Carcinoma,MTT assay,84.5 % inhibition of cell proliferation at 10 µM,24 h,1
DCTPep00184,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,85.4 % inhibition of cell proliferation at 10 µM,24 h,1
DCTPep00184,Molt-4,Adult T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,94.5 % inhibition of cell proliferation at 10 µM,24 h,1
DCTPep00184,KB,Human papillomavirus-related endocervical adenocarcinoma,Carcinoma,MTT assay,98.3 % inhibition of cell proliferation at 10 µM,24 h,1
DCTPep00185,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LC50=45 μM,1 h,1
DCTPep00186,Hep-G2,Hepatoblastoma; Hepatoblastoma,Blastoma,Cytolytic assays,LC50=35 μM,1 h,1
DCTPep00187,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL11 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=17.9 µM,24h,2
DCTPep00187,Jurkat,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,Alamar blue assay,LD50=4 µM,30 min,1
DCTPep00188,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Fluorometric microculture cytotoxicity assay,IC50=0.96 μM,72 h,1
DCTPep00189,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Fluorometric microculture cytotoxicity assay,IC50=1.6 μM,72 h,1
DCTPep00190,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Fluorometric microculture cytotoxicity assay,IC50=3.2 μM,72 h,1
DCTPep00191,U-937,Adult acute monocytic leukemi; Acute monoblastic/monocytic leukemia,Leukemia,Fluorometric microculture cytotoxicity assay,IC50>30 μM,72 h,1
DCTPep00192,647V,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=185.39 µg/ml,48 h,1
DCTPep00192,647V,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=200.7 µg/ml,48 h,1
DCTPep00192,J82,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=212.07 µg/ml,48 h,1
DCTPep00192,RT-4,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=231.26 µg/ml,48 h,1
DCTPep00192,486P,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=251.47 µg/ml,48 h,1
DCTPep00192,647V,Bladder carcinoma,Carcinoma,BrdU assay,IC50=28.74 µg/ml,48 h,1
DCTPep00192,RT-4,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=289.3 µg/ml,48 h,1
DCTPep00192,J82,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=319.2 µg/ml,48 h,1
DCTPep00192,486P,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=373.3/ µg/ml,48 h,1
DCTPep00192,486P,Bladder carcinoma,Carcinoma,BrdU assay,IC50=69.2 µg/ml,48 h,1
DCTPep00192,RT-4,Bladder carcinoma,Carcinoma,BrdU assay,IC50=96.22 µg/ml,48 h,1
DCTPep00192,J82,Bladder carcinoma,Carcinoma,BrdU assay,IC50=99.01 µg/ml,48 h,1
DCTPep00193,CCRF-CEM,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,IC50=11.7±1.3 µM,48 h,4
DCTPep00193,647V,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=115.12 µg/ml,48 h,1
DCTPep00193,K562,"Blast phase chronic myelogenous leukemia, BCR-ABL1 positive; Chronic myeloid leukemia",Leukemia,MTT assay,IC50=15.5 µM,96 h,3
DCTPep00193,486P,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=161.76 µg/ml,48 h,1
DCTPep00193,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,MTT assay,IC50=18.5±1.7 µM,48 h,4
DCTPep00193,647V,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=181.1 µg/ml,48 h,1
DCTPep00193,RT-4,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=184.81 µg/ml,48 h,1
DCTPep00193,J82,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=196.3 µg/ml,48 h,1
DCTPep00193,486P,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=232.4 µg/ml,48 h,1
DCTPep00193,MCF-7R,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=24.5 µM,96 h,3
DCTPep00193,BTS-30,Breast Cancer,Carcinoma,MTT assay,IC50=24.8 µM,96 h,3
DCTPep00193,RT-4,Bladder carcinoma,Carcinoma,LDH leakage assay,IC50=240.4 µg/ml,48 h,1
DCTPep00193,HRT-18,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=25.5 µM,96 h,3
DCTPep00193,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=30.6 µM,96 h,3
DCTPep00193,CHO-K1,Ovary tumor,Carcinoma,MTT assay,IC50=32 µM,96 h,3
DCTPep00193,HCLO,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=33.5 µM,96 h,3
DCTPep00193,A2780,Ovarian endometrioid adenocarcinoma; Endometrioid carcinoma of ovary,Carcinoma,MTT assay,IC50=34.5 µM,96 h,3
DCTPep00193,MAC 15A,Mouse colon adenocarcinoma,Carcinoma,MTT assay,IC50=37 µM,96 h,3
DCTPep00193,WEHI-3B,Mouse leukemia,Leukemia,MTT assay,IC50=4.4 µM,96 h,3
DCTPep00193,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=42.5 µM,96 h,3
DCTPep00193,NCI-H520,Lung squamous cell carcinoma,Carcinoma,MTT assay,IC50=58.8±2.0 µM,48 h,4
DCTPep00193,647V,Bladder carcinoma,Carcinoma,Cell Viability assay,IC50=61.86 µg/ml,48 h,1
DCTPep00193,J82,Bladder carcinoma,Carcinoma,Cell Viability assay,IC50=77.51 µg/ml,48 h,1
DCTPep00193,486P,Bladder carcinoma,Carcinoma,Cell Viability assay,IC50=87.47 µg/ml,48 h,1
DCTPep00193,RT-4,Bladder carcinoma,Carcinoma,Cell Viability assay,IC50=92.9 µg/ml,48 h,1
DCTPep00193,J82,Bladder carcinoma,Carcinoma,WST-1 assay,IC50=97.93 µg/ml,48 h,1
DCTPep00193,DLD-1,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>100 µM,96 h,3
DCTPep00193,HT-29,Colon adenocarcinoma,Carcinoma,MTT assay,IC50>100 µM,96 h,3
DCTPep00193,NCI-H661,Lung squamous cell carcinoma,Carcinoma,MTT assay,IC50>100 µM,48 h,4
DCTPep00193,AGS,Gastric adenocarcinoma,Carcinoma,MTT assay,IC50>50 µM,48 h,4
DCTPep00194,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,MTS assay,IC50=77 µM,24 h,1
DCTPep00195,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,MTS assay,IC50=8 µM,24 h,1
DCTPep00196,MCF-7 ,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,LD50=10-15μg/ml,4h,1
DCTPep00196,Jurkat ,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,LD50=20-25μg/ml,4h,1
DCTPep00196,BJAB,Burkitt lymphoma ,Lymphoma,MTT assay,LD50=30-40μg/ml,4h,1
DCTPep00197,A498,Renal cell carcinoma,Carcinoma,MTT assay,IC50=10 µg/ml,48 h,1
DCTPep00197,RPMI-8226,Plasma cell myeloma; Multiple myeloma,Carcinoma,MTT assay,IC50=10.5 µg/ml,48 h,1
DCTPep00197,MDA-N,Amelanotic melanoma,Carcinoma,MTT assay,IC50=10.6 µg/ml,48 h,1
DCTPep00197,U-251MG,Astrocytoma,Carcinoma,MTT assay,IC50=10.6 µg/ml,48 h,1
DCTPep00197,UACC-62,Melanoma,Carcinoma,MTT assay,IC50=10.6 µg/ml,48 h,1
DCTPep00197,UO-31,Renal cell carcinoma,Carcinoma,MTT assay,IC50=10.6 µg/ml,48 h,1
DCTPep00197,NCI-H322M,Minimally invasive lung adenocarcinoma,Carcinoma,MTT assay,IC50=10.7 µg/ml,48 h,1
DCTPep00197,NCI-H23,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=10.8 µg/ml,48 h,1
DCTPep00197,Malme-3M,Melanoma,Carcinoma,MTT assay,IC50=10.9 µg/ml,48 h,1
DCTPep00197,RXF 393L,Renal cell carcinoma,Carcinoma,MTT assay,IC50=11 µg/ml,48 h,1
DCTPep00197,SK-MEL-2,Melanoma,Carcinoma,MTT assay,IC50=11.1 µg/ml,48 h,1
DCTPep00197,COLO 205,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=11.2 µg/ml,48 h,1
DCTPep00197,NCI-H522,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=11.2 µg/ml,48 h,1
DCTPep00197,HL-60,Adult acute myeloid leukemia; Acute myeloid leukemia,Leukemia,MTT assay,IC50=11.3 µg/ml,48 h,1
DCTPep00197,MDA-MB-231,Breast adenocarcinoma,Carcinoma,MTT assay,IC50=11.3 µg/ml,48 h,1
DCTPep00197,MDA-MB-435,Amelanotic melanoma,Carcinoma,MTT assay,IC50=11.3 µg/ml,48 h,1
DCTPep00197,SN12C,Renal cell carcinoma,Carcinoma,MTT assay,IC50=11.4 µg/ml,48 h,1
DCTPep00197,NCI-ADR-RES,High grade ovarian serous adenocarcinoma,Carcinoma,MTT assay,IC50=11.5 µg/ml,48 h,1
DCTPep00197,A549,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=11.7 µg/ml,48 h,1
DCTPep00197,Hs 578T,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=11.7 µg/ml,48 h,1
DCTPep00197,ACHN,Papillary renal cell carcinoma,Carcinoma,MTT assay,IC50=12 µg/ml,48 h,1
DCTPep00197,KM12,Colon carcinoma,Carcinoma,MTT assay,IC50=12 µg/ml,48 h,1
DCTPep00197,PC-3,Prostate carcinoma,Carcinoma,MTT assay,IC50=12 µg/ml,48 h,1
DCTPep00197,EKVX,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=12.1 µg/ml,48 h,1
DCTPep00197,NCI-H460,Lung large cell carcinoma,Carcinoma,MTT assay,IC50=12.1 µg/ml,48 h,1
DCTPep00197,786-O,Renal cell carcinoma,Carcinoma,MTT assay,IC50=12.2 µg/ml,48 h,1
DCTPep00197,SF268,Astrocytoma,Carcinoma,MTT assay,IC50=12.4 µg/ml,48 h,1
DCTPep00197,UACC-257,Melanoma,Carcinoma,MTT assay,IC50=12.5 µg/ml,48 h,1
DCTPep00197,HOP-62,Lung adenocarcinoma,Carcinoma,MTT assay,IC50=12.6 µg/ml,48 h,1
DCTPep00197,SK-N-DZ,Neuroblastoma,Blastoma,MTT assay,IC50=12.6 µg/ml,48 h,1
DCTPep00197,SW620,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=12.7 µg/ml,48 h,1
DCTPep00197,BT-549,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=12.9 µg/ml,48 h,1
DCTPep00197,SF295,Glioblastoma,Blastoma,MTT assay,IC50=12.9 µg/ml,48 h,1
DCTPep00197,OVCAR-8,High grade ovarian serous adenocarcinoma,Carcinoma,MTT assay,IC50=13 µg/ml,48 h,1
DCTPep00197,TK-10,Clear cell renal cell carcinoma; Clear cell renal carcinoma,Carcinoma,MTT assay,IC50=13.1 µg/ml,48 h,1
DCTPep00197,HCT 15,Colon adenocarcinoma,Carcinoma,MTT assay,IC50=13.2 µg/ml,48 h,1
DCTPep00197,NCI-H226,Pleural epithelioid mesothelioma; Pleural mesothelioma,Carcinoma,MTT assay,IC50=13.3 µg/ml,48 h,1
DCTPep00197,OVCAR-5,High grade ovarian serous adenocarcinoma,Carcinoma,MTT assay,IC50=13.8 µg/ml,48 h,1
DCTPep00197,SNB-19,Astrocytoma,Carcinoma,MTT assay,IC50=13.8 µg/ml,48 h,1
DCTPep00197,Caki-1,Clear cell renal cell carcinoma; Clear cell renal carcinoma,Carcinoma,MTT assay,IC50=14.1 µg/ml,48 h,1
DCTPep00197,HCT 116,Colon carcinoma,Carcinoma,MTT assay,IC50=14.6 µg/ml,48 h,1
DCTPep00197,CCRF-CEM,Childhood T acute lymphoblastic leukemia; Precursor T-cell acute lymphoblastic leukemia,Leukemia,MTT assay,IC50=14.7 µg/ml,48 h,1
DCTPep00197,M14,Amelanotic melanoma,Carcinoma,MTT assay,IC50=15.1 µg/ml,48 h,1
DCTPep00197,MCF-7,Invasive breast carcinoma of no special type,Carcinoma,MTT assay,IC50=15.1 µg/ml,48 h,1
DCTPep00197,OVCAR-3,High grade ovarian serous adenocarcinoma,Carcinoma,MTT assay,IC50=15.2 µg/ml,48 h,1
DCTPep00197,DU145,Prostate carcinoma,Carcinoma,MTT assay,IC50=15.3 µg/ml,48 h,1
DCTPep00197,SNB-75,Glioblastoma,Blastoma,MTT assay,IC50=15.5 µg/ml,48 h,1
